interview_question,interview_answer,evasion_label
Q. So there was no choice between the course we took and leaving Saddam Hussein in power? No—nothing else that might have worked?,"Well, we tried other things. As you might remember back then, we tried the diplomatic route: 1441 was a unanimous vote in the Security Council that said disclose, disarm, or face serious consequences. So the choice was his to make. And he made a choice that has subsequently left—subsequently caused him to lose his life under a system that he wouldn't have given his own citizens. Now, we tried diplomacy. As a matter of fact, not only did I try diplomacy; other Presidents tried diplomacy.Let's see here. John [John McKinnon, Wall Street Journal].",Implicit
Q. So there was no choice between the course we took and leaving Saddam Hussein in power? No—nothing else that might have worked?,"Well, we tried other things. As you might remember back then, we tried the diplomatic route: 1441 was a unanimous vote in the Security Council that said disclose, disarm, or face serious consequences. So the choice was his to make. And he made a choice that has subsequently left—subsequently caused him to lose his life under a system that he wouldn't have given his own citizens. Now, we tried diplomacy. As a matter of fact, not only did I try diplomacy; other Presidents tried diplomacy.Let's see here. John [John McKinnon, Wall Street Journal].",Explicit
"Q. Thanks, Mr. President. You've said many times that you plan to sprint to the finish of your Presidency. At this point in the home stretch, what can you say you're still expecting to accomplish? And how concerned are you that the immigration bill in particular is going to get caught up in electoral politics?","Yes, thanks. Well, we need to pass additional energy legislation. We need to renew No Child Left Behind. Get these trade bills out of Congress—the trade bills on Panama and Peru and Colombia, hopefully, work toward a free trade— further the work we've done on the Korean free trade agreement. Hopefully, I'll be able to bring back successful negotiations on Doha for a congressional vote which will require a TPA extension and/or—a TPA extension, there's no and/or to it. Making sure that this progress on balancing the budget continues. The deficit is—I know you're following the numbers, John— the deficit is reduced more than anticipated as a result of increased tax revenues coming in and the fiscal measures that we took. And now we're going to have to work with Congress to make sure they don't overspend and make sure they don't raise the taxes on the people as well.Running up the taxes will hurt this economy, which would hurt the revenues to the Treasury. I'm deeply concerned about the Democratic budget that is classic tax and spend. I'm looking forward to seeing how they intend to keep their promise of balancing this budget in 5 years.A big—and of course, fighting this war on terror is a huge issue. I obviously would like to find common ground on how to proceed in Iraq, with Democrats and Republicans. I recognize there are a handful there or some who just say, Get out, it's just not worth it, let's just leave. I strongly disagree with that attitude; most Americans do as well. And the vote showed that what's possible when we work together, the vote— the pending vote today showed what's possible when we work together, when Republicans and Democrats work together. There's a good group of Republicans that want to work with Democrats. They just don't want to accept something that they don't agree with.Immigration, this is a tough issue. This is a very emotional, hard issue for members of both parties. I've always been a believer that comprehensive immigration reform is the best way to secure our border. I campaigned on that for President twice. I believed it when I was the Governor of Texas. I understand this issue very well. I also understand the frustrations of many citizens in that they believe the government hasn't done its job of stopping illegal migrants from coming into the country.And that's why over the past couple of years there's been a significant effort to secure the border. There's going to be a doubling of the Border Patrol agents; there's going to be fencing and berms and different types of equipment to help the Border Patrol do its job in a better way. As a matter of fact, I was concerned about it enough to ask the National Guard to go down there for a while.And—but, John, I don't see—and so those concerns, by the way, are addressed in this bill. The bill essentially says that before any other reforms take place, certain benchmarks will be met when it comes to securing the border. Last year, during the debate, people said, well, let's have security first. That's exactly what the bill does.However, I don't see how you can have the border security the American people expect unless you have a temporary-worker program, with a verifiable work card. People will come here to do work to feed their families, and they'll figure out ways to do so. As a result of people wanting to come here to do work to feed their families, there is an underground industry that has sprung up that I think is essentially antihumanitarian. It is an industry based upon ; those are smugglers. Good, hard-working, decent people pay pretty-good-size money to be smuggled into the United States of America.There is a document forgery industry in America. There are people who are willing to stuff people inside temporary shelter in order for them to evade the law. I don't think this is American. I think the whole industry that exploits the human being is not in our Nation's interests. And the best way to deal with this problem is to say, if you're going to come and do jobs Americans aren't doing, here is a opportunity to do so, on a temporary basis. I would much rather have people crossing the border with a legitimate card, coming to work on a temporary basis, than being stuffed in the back of an 18-wheeler. And I would hope most Americans feel that as well.Secondly, in order for there to be good employer verification—it's against the law to hire somebody who is here illegally, but many times small businesses or large are presented with documents, and they don't know whether they're real or not. And so therefore, we must have a tamper-proof identification card, which is a part of this bill.A tough issue, of course, is what do you do with the people already here? Anything short of kicking them out, as far as some people are concerned, is called amnesty. You can't kick them out. Anybody who advocates trying to dig out 12 million people who have been in our society for a while is sending a signal to the American people that's just not real. It's an impractical solution. Nor do I think they ought to be given automatic citizenship; that is amnesty— okay, you're here illegally, therefore, you're automatically a citizen.And so therefore, we proposed and worked with the Senate to devise a plan that said, if you're here already before a certain date, that there are certain hurdles you must cross in order to receive what's called a Z visa, in order to be able to work here. You've got to go through a background check; you've got to pay a fine at some point in time; there's a probationary period. And there's a series of steps that people have to go through, and then people get at the back of the line—the citizenship line—not the beginning of the citizenship line.If you're for the bill, I thank you; if you're against it, you can find every reason in the world to be against a comprehensive bill. It's easy to find something to be against in this bill. All it takes is to take one little aspect of it and ignore the comprehensive nature and how good it is.I knew this was going to be an explosive issue. It's easy to hold up somebody who is here and working hard as a political target. I would like to get this bill done for a lot of reasons. I'd like to get it done because it's the right thing to do. I'd like to get it done because I happen to believe the approach that is now being discussed in the Senate is an approach that will actually solve the problem. I'd like to get it out of politics. I don't think it's good to be, you know, holding people up. We've been through immigration debates in this country, and they can bring out the worst, sometimes, in people. We're a land of immigrants.I was touched yesterday when the kid from the Coast Guard Academy—ensign, now ensign—talked about his migrant grandfather from Mexico. And here's this guy—this man standing up in front of the President of the United States and his class, talking about serving America. He wasn't— you know, his grandfather wasn't born here. I don't know what job he did; I suspect it was probably manual labor. I don't know; I didn't ask him.But I do know he spoke with pride. I do know he represents the best about what immigration can mean for America. You know, welcoming people here who want to work and realize the American Dream renews our spirit and soul. It's been the case throughout generations. And we have an opportunity to put a good law in place now; right now. And it's going to be hard work. And sure, politics will get involved. But the question is, will Members of Congress rise above politics? I will. It's the right thing to have a comprehensive bill.And so I'm going to continue to reach out to Members of Congress from both parties and call upon them to take the lead and show the political courage necessary to get the bill to my desk as quickly as possible.I want to thank you for your interest.",Implicit
"Q. Thanks, Mr. President. You've said many times that you plan to sprint to the finish of your Presidency. At this point in the home stretch, what can you say you're still expecting to accomplish? And how concerned are you that the immigration bill in particular is going to get caught up in electoral politics?","Yes, thanks. Well, we need to pass additional energy legislation. We need to renew No Child Left Behind. Get these trade bills out of Congress—the trade bills on Panama and Peru and Colombia, hopefully, work toward a free trade— further the work we've done on the Korean free trade agreement. Hopefully, I'll be able to bring back successful negotiations on Doha for a congressional vote which will require a TPA extension and/or—a TPA extension, there's no and/or to it. Making sure that this progress on balancing the budget continues. The deficit is—I know you're following the numbers, John— the deficit is reduced more than anticipated as a result of increased tax revenues coming in and the fiscal measures that we took. And now we're going to have to work with Congress to make sure they don't overspend and make sure they don't raise the taxes on the people as well.Running up the taxes will hurt this economy, which would hurt the revenues to the Treasury. I'm deeply concerned about the Democratic budget that is classic tax and spend. I'm looking forward to seeing how they intend to keep their promise of balancing this budget in 5 years.A big—and of course, fighting this war on terror is a huge issue. I obviously would like to find common ground on how to proceed in Iraq, with Democrats and Republicans. I recognize there are a handful there or some who just say, Get out, it's just not worth it, let's just leave. I strongly disagree with that attitude; most Americans do as well. And the vote showed that what's possible when we work together, the vote— the pending vote today showed what's possible when we work together, when Republicans and Democrats work together. There's a good group of Republicans that want to work with Democrats. They just don't want to accept something that they don't agree with.Immigration, this is a tough issue. This is a very emotional, hard issue for members of both parties. I've always been a believer that comprehensive immigration reform is the best way to secure our border. I campaigned on that for President twice. I believed it when I was the Governor of Texas. I understand this issue very well. I also understand the frustrations of many citizens in that they believe the government hasn't done its job of stopping illegal migrants from coming into the country.And that's why over the past couple of years there's been a significant effort to secure the border. There's going to be a doubling of the Border Patrol agents; there's going to be fencing and berms and different types of equipment to help the Border Patrol do its job in a better way. As a matter of fact, I was concerned about it enough to ask the National Guard to go down there for a while.And—but, John, I don't see—and so those concerns, by the way, are addressed in this bill. The bill essentially says that before any other reforms take place, certain benchmarks will be met when it comes to securing the border. Last year, during the debate, people said, well, let's have security first. That's exactly what the bill does.However, I don't see how you can have the border security the American people expect unless you have a temporary-worker program, with a verifiable work card. People will come here to do work to feed their families, and they'll figure out ways to do so. As a result of people wanting to come here to do work to feed their families, there is an underground industry that has sprung up that I think is essentially antihumanitarian. It is an industry based upon ; those are smugglers. Good, hard-working, decent people pay pretty-good-size money to be smuggled into the United States of America.There is a document forgery industry in America. There are people who are willing to stuff people inside temporary shelter in order for them to evade the law. I don't think this is American. I think the whole industry that exploits the human being is not in our Nation's interests. And the best way to deal with this problem is to say, if you're going to come and do jobs Americans aren't doing, here is a opportunity to do so, on a temporary basis. I would much rather have people crossing the border with a legitimate card, coming to work on a temporary basis, than being stuffed in the back of an 18-wheeler. And I would hope most Americans feel that as well.Secondly, in order for there to be good employer verification—it's against the law to hire somebody who is here illegally, but many times small businesses or large are presented with documents, and they don't know whether they're real or not. And so therefore, we must have a tamper-proof identification card, which is a part of this bill.A tough issue, of course, is what do you do with the people already here? Anything short of kicking them out, as far as some people are concerned, is called amnesty. You can't kick them out. Anybody who advocates trying to dig out 12 million people who have been in our society for a while is sending a signal to the American people that's just not real. It's an impractical solution. Nor do I think they ought to be given automatic citizenship; that is amnesty— okay, you're here illegally, therefore, you're automatically a citizen.And so therefore, we proposed and worked with the Senate to devise a plan that said, if you're here already before a certain date, that there are certain hurdles you must cross in order to receive what's called a Z visa, in order to be able to work here. You've got to go through a background check; you've got to pay a fine at some point in time; there's a probationary period. And there's a series of steps that people have to go through, and then people get at the back of the line—the citizenship line—not the beginning of the citizenship line.If you're for the bill, I thank you; if you're against it, you can find every reason in the world to be against a comprehensive bill. It's easy to find something to be against in this bill. All it takes is to take one little aspect of it and ignore the comprehensive nature and how good it is.I knew this was going to be an explosive issue. It's easy to hold up somebody who is here and working hard as a political target. I would like to get this bill done for a lot of reasons. I'd like to get it done because it's the right thing to do. I'd like to get it done because I happen to believe the approach that is now being discussed in the Senate is an approach that will actually solve the problem. I'd like to get it out of politics. I don't think it's good to be, you know, holding people up. We've been through immigration debates in this country, and they can bring out the worst, sometimes, in people. We're a land of immigrants.I was touched yesterday when the kid from the Coast Guard Academy—ensign, now ensign—talked about his migrant grandfather from Mexico. And here's this guy—this man standing up in front of the President of the United States and his class, talking about serving America. He wasn't— you know, his grandfather wasn't born here. I don't know what job he did; I suspect it was probably manual labor. I don't know; I didn't ask him.But I do know he spoke with pride. I do know he represents the best about what immigration can mean for America. You know, welcoming people here who want to work and realize the American Dream renews our spirit and soul. It's been the case throughout generations. And we have an opportunity to put a good law in place now; right now. And it's going to be hard work. And sure, politics will get involved. But the question is, will Members of Congress rise above politics? I will. It's the right thing to have a comprehensive bill.And so I'm going to continue to reach out to Members of Congress from both parties and call upon them to take the lead and show the political courage necessary to get the bill to my desk as quickly as possible.I want to thank you for your interest.",Deflection
"Q. Thank you, Mr. President. The Senate is considering a vote of no confidence in your Attorney General, and some Republican Senators have joined Democrats in calling for his resignation. Is it your intention to keep Alberto Gonzales as your Attorney General for the rest of your administration, regardless of what the Senate does?And, Mr. Secretary General—if I may— you mentioned the deaths of civilians in Afghanistan. Is it your concern that those deaths are eroding the ability of NATO forces to do their work?","Let me comment on that real quick. The Taliban likes to surround themselves with innocent civilians. That's their—part of their modus operandi. They don't mind using human shields because they devalue human life. That's why they're willing to kill innocent people to achieve political objectives.And obviously, to the extent that the United States is working with our NATO allies in combat, we care deeply about protecting innocent life. And to those who— Afghans who have lost innocent civilians, we grieve with you. To the Afghan families that have been affected by the Taliban using them as shields, we have great sympathy. We do not have sympathy, however, for the tactics of the Taliban.Now, you asked about Alberto Gonzales. He has got my confidence. He has done nothing wrong. There's been enormous amount of attention on him, that there's been no wrongdoing on his part. He has testified in front of Congress. And I frankly view what's taking place in Washington today as pure political theater. And it is the—this kind of political theater that has caused the American people to lose confidence in how Washington operates.I stand by Al Gonzales, and I would hope that people would be more sober in how they address these important issues. And they ought to get the job done of passing legislation, as opposed to figuring out how to be actors on the political theater stage. Let me add that—I'll stress again, like the President did—of course, every innocent civilian fatality, death, is one too many. But in a conflict, it is from time to time unavoidable, dramatically, but unavoidable. NATO and ISAF forces still have the support of the large majority of the Afghan people.I had a long telephone conversation with President Karzai a few days ago on this subject. We'll avoid it. Our military commanders are doing everything they can. NATO, ISAF forces, and coalition forces are doing everything they can. But the President talked about Taliban tactics; we are in a different moral category. We'll be there; we'll try to, as quickly as possible, bring in, also finance, to see that these people can build up their lives again. And we'll do everything we can to avoid civilian casualties.But I think if you talk about and ask me about the hearts and minds in Afghanistan, we still have very much the hearts and minds of the Afghan people, because they do see that their nation, their own nation, has no future under Taliban rule. And I only have to refer to the kinds and type of Afghanistan we saw—you and I saw—under Taliban rule, a regime with the most gross human rights violations the world has seen.Thank you. Do you want to call upon the one European person here? I could call upon the one European person here. [] Mr.—[inaudible]. Thank you for coming. Brave of you.",Implicit
"Q. Thank you, Mr. President. The Senate is considering a vote of no confidence in your Attorney General, and some Republican Senators have joined Democrats in calling for his resignation. Is it your intention to keep Alberto Gonzales as your Attorney General for the rest of your administration, regardless of what the Senate does?And, Mr. Secretary General—if I may— you mentioned the deaths of civilians in Afghanistan. Is it your concern that those deaths are eroding the ability of NATO forces to do their work?","Let me comment on that real quick. The Taliban likes to surround themselves with innocent civilians. That's their—part of their modus operandi. They don't mind using human shields because they devalue human life. That's why they're willing to kill innocent people to achieve political objectives.And obviously, to the extent that the United States is working with our NATO allies in combat, we care deeply about protecting innocent life. And to those who— Afghans who have lost innocent civilians, we grieve with you. To the Afghan families that have been affected by the Taliban using them as shields, we have great sympathy. We do not have sympathy, however, for the tactics of the Taliban.Now, you asked about Alberto Gonzales. He has got my confidence. He has done nothing wrong. There's been enormous amount of attention on him, that there's been no wrongdoing on his part. He has testified in front of Congress. And I frankly view what's taking place in Washington today as pure political theater. And it is the—this kind of political theater that has caused the American people to lose confidence in how Washington operates.I stand by Al Gonzales, and I would hope that people would be more sober in how they address these important issues. And they ought to get the job done of passing legislation, as opposed to figuring out how to be actors on the political theater stage. Let me add that—I'll stress again, like the President did—of course, every innocent civilian fatality, death, is one too many. But in a conflict, it is from time to time unavoidable, dramatically, but unavoidable. NATO and ISAF forces still have the support of the large majority of the Afghan people.I had a long telephone conversation with President Karzai a few days ago on this subject. We'll avoid it. Our military commanders are doing everything they can. NATO, ISAF forces, and coalition forces are doing everything they can. But the President talked about Taliban tactics; we are in a different moral category. We'll be there; we'll try to, as quickly as possible, bring in, also finance, to see that these people can build up their lives again. And we'll do everything we can to avoid civilian casualties.But I think if you talk about and ask me about the hearts and minds in Afghanistan, we still have very much the hearts and minds of the Afghan people, because they do see that their nation, their own nation, has no future under Taliban rule. And I only have to refer to the kinds and type of Afghanistan we saw—you and I saw—under Taliban rule, a regime with the most gross human rights violations the world has seen.Thank you. Do you want to call upon the one European person here? I could call upon the one European person here. [] Mr.—[inaudible]. Thank you for coming. Brave of you.",General
"Q. Mr. President, Jimmy Carter unleashed some fairly harsh criticism of you over the weekend. Were you surprised by this, and do you take much stock in what he said?","Steve, you know, I get criticized a lot from different quarters, and that's just part of what happens when you're President. And I will continue to make decisions that I think are necessary to protect the American people from harm. I will continue to make decisions based upon certain principles, one of which is my strong belief in the universality of freedom.We're at war with an enemy that is relentless and determined, and it's essential that the decisions I make protect the American people as best as we can. And it turns out, my Presidency is such that we talk about how—with strong allies—how to defend ourselves. I firmly believe that in order to protect America—we must go on the offense against radicals, extremists, murderers in order to protect not only ourselves but our allies.And I also realize that we're involved in an ideological struggle, that these murderers, these radicals, these extremists have got a point of view. If you want to find out what their point of view is about, look what happened in Afghanistan under the brutal relationship of the Taliban and Al Qaida. On the one hand, if you're a woman and spoke out or a woman and tried to advance, you were suppressed, in brutal fashion sometimes. And in the meantime, an enemy that hates America plotted and planned.And so look, I understand some people are—may not agree with the decisions I made. But what the American people need to know, I'm making them based upon what's best for this country.And, anyway, thank you all for coming. It's—what was the word?",Implicit
"Q. Mr. President, Jimmy Carter unleashed some fairly harsh criticism of you over the weekend. Were you surprised by this, and do you take much stock in what he said?","Steve, you know, I get criticized a lot from different quarters, and that's just part of what happens when you're President. And I will continue to make decisions that I think are necessary to protect the American people from harm. I will continue to make decisions based upon certain principles, one of which is my strong belief in the universality of freedom.We're at war with an enemy that is relentless and determined, and it's essential that the decisions I make protect the American people as best as we can. And it turns out, my Presidency is such that we talk about how—with strong allies—how to defend ourselves. I firmly believe that in order to protect America—we must go on the offense against radicals, extremists, murderers in order to protect not only ourselves but our allies.And I also realize that we're involved in an ideological struggle, that these murderers, these radicals, these extremists have got a point of view. If you want to find out what their point of view is about, look what happened in Afghanistan under the brutal relationship of the Taliban and Al Qaida. On the one hand, if you're a woman and spoke out or a woman and tried to advance, you were suppressed, in brutal fashion sometimes. And in the meantime, an enemy that hates America plotted and planned.And so look, I understand some people are—may not agree with the decisions I made. But what the American people need to know, I'm making them based upon what's best for this country.And, anyway, thank you all for coming. It's—what was the word?",Dodging
"Q. ——however inadvertently, you once said that you would like Tony Blair to stay for the duration of your Presidency. He's not doing that. Do you think you're partly to blame for that?","I haven't polled the Labour conference, but could be. [] The question is, am I to blame for his leaving? I don't know.",Claims ignorance
"Q. Thank you, sir. The fate of Paul Wolfowitz appears to be hanging in the balance. After all we've heard in recent days, is it still possible for him to provide the kind of leadership needed at the Bank?","First of all, I believe all parties in this matter have acted in good faith. I regret that it's come to this. I admire Paul Wolfowitz. I admire his heart, and I particularly admired his focus on helping the poor. There is a board meeting going on as we speak. All I can tell you is, I know that Paul Wolfowitz has a interest in what's best for the Bank and—just like he's had an interest in what's best for making sure the Bank focused on things that matter: human suffering, the human condition. I—and so I applaud his vision; I respect him a lot. And as I said, I regret that it's come to this right now. David.",Deflection
"Q. David Grossman from BBC Newsnight. Mr. Blair, you outlined some very big policy areas there in your discussions with the President. Is it really possible, do you think, to make significant progress on them in the time that you have left?And, Mr. President, if I could ask you, is this really still the right man to be talking to?","Yes. No question about it; it's the right man to be talking to. And, yes, we can get a lot done. You know, we're going to have a G-8 summit in a couple of weeks' time, at which these issues to do with climate change in Africa are going to be debated and discussed. And, I mean, I hope very much, because you come together at the G-8, a bit like we did a couple of years ago at Gleneagles, and it's an opportunity for the international community, a major part of the international community, to come together and reach, in principle, agreements. And I think most people would accept that what happened at Gleneagles a couple of years ago was very important.I think what happens in Germany in a couple of weeks' time could be equally important, and that will be the time when we come to those decisions. So, of course, I want to see that through, because I've been involved in this all the way through.And the important thing, as well, is that I think you will find at the German summit that not just the G-8 countries are there, but also China and India and Brazil and Mexico, South Africa, maybe some of the African nations. And so it will be an opportunity for us to recommit on Africa and for the world to make important commitments on that and then to see if it's possible to agree the elements that could go into a more comprehensive climate change deal. So it's a pretty important thing, and that's what we're working on. You know, it's interesting, like trying to do a tap dance on his political grave, aren't you? I mean, this—you don't understand how effective Blair is, I guess, because when we're in a room with world leaders and he speaks, people listen. And they view his opinion as considered and his judgment as sound.And I find it interesting the first two questions are, is this the right guy? Well, he happens to be your Prime Minister, but more importantly, he is a respected man in the international arena. People admire him. Even if they may not agree with him 100 percent, they admire him a lot. And it's not just the American President who admires him; a lot of people admire him. And so he's effective. He's effective because he is—his recommendations to solve problems are sound. He's also effective because he is the kind of person who follows through.There's a lot of blowhards in the political process, you know, a lot of hot-air artists, people who have got something fancy to say. Tony Blair is somebody who actually follows through with his convictions and, therefore, is admired in the international community.And so I guess this is the appropriate question to ask, right guy, or is he still standing? Yes. This guy is a very strong, respected leader, and he's absolutely the right guy for me to be dealing with.Kelly [Kelly O'Donnell, NBC News]. By the way, if I'm not mistaken, this is your birthday. It is? Would you like me and the Prime Minister to do a duet, you know? []",Explicit
"Q. David Grossman from BBC Newsnight. Mr. Blair, you outlined some very big policy areas there in your discussions with the President. Is it really possible, do you think, to make significant progress on them in the time that you have left?And, Mr. President, if I could ask you, is this really still the right man to be talking to?","Yes. No question about it; it's the right man to be talking to. And, yes, we can get a lot done. You know, we're going to have a G-8 summit in a couple of weeks' time, at which these issues to do with climate change in Africa are going to be debated and discussed. And, I mean, I hope very much, because you come together at the G-8, a bit like we did a couple of years ago at Gleneagles, and it's an opportunity for the international community, a major part of the international community, to come together and reach, in principle, agreements. And I think most people would accept that what happened at Gleneagles a couple of years ago was very important.I think what happens in Germany in a couple of weeks' time could be equally important, and that will be the time when we come to those decisions. So, of course, I want to see that through, because I've been involved in this all the way through.And the important thing, as well, is that I think you will find at the German summit that not just the G-8 countries are there, but also China and India and Brazil and Mexico, South Africa, maybe some of the African nations. And so it will be an opportunity for us to recommit on Africa and for the world to make important commitments on that and then to see if it's possible to agree the elements that could go into a more comprehensive climate change deal. So it's a pretty important thing, and that's what we're working on. You know, it's interesting, like trying to do a tap dance on his political grave, aren't you? I mean, this—you don't understand how effective Blair is, I guess, because when we're in a room with world leaders and he speaks, people listen. And they view his opinion as considered and his judgment as sound.And I find it interesting the first two questions are, is this the right guy? Well, he happens to be your Prime Minister, but more importantly, he is a respected man in the international arena. People admire him. Even if they may not agree with him 100 percent, they admire him a lot. And it's not just the American President who admires him; a lot of people admire him. And so he's effective. He's effective because he is—his recommendations to solve problems are sound. He's also effective because he is the kind of person who follows through.There's a lot of blowhards in the political process, you know, a lot of hot-air artists, people who have got something fancy to say. Tony Blair is somebody who actually follows through with his convictions and, therefore, is admired in the international community.And so I guess this is the appropriate question to ask, right guy, or is he still standing? Yes. This guy is a very strong, respected leader, and he's absolutely the right guy for me to be dealing with.Kelly [Kelly O'Donnell, NBC News]. By the way, if I'm not mistaken, this is your birthday. It is? Would you like me and the Prime Minister to do a duet, you know? []",Explicit
"Q. Thank you, sir. There's been some very dramatic testimony before the Senate this week from one of your former top Justice Department officials, who describes a scene that some Senators called stunning, about a time when the wireless—when the warrantless wiretap program was being reviewed. Sir, did you send your then Chief of Staff and White House Counsel to the bedside of John Ashcroft while he was ill to get him to approve that program? And do you believe that kind of conduct from White House officials is appropriate?","Kelly, there's a lot of speculation about what happened and what didn't happen; I'm not going to talk about it. It's a very sensitive program. I will tell you that, one, the program is necessary to protect the American people, and it's still necessary because there's still an enemy that wants to do us harm.And therefore, I have an obligation to put in place programs that honor the civil liberties of the American people, a program that was, in this case, constantly reviewed and briefed to the United States Congress. And the program, as I say, is an essential part of protecting this country.And so there will be all kinds of talk about it. As I say, I'm not going to move the issue forward by talking about something as highly sensitive, highly classified subject. I will tell you, however, that the program is necessary.",Declining to answer
"Q. Thank you, sir. There's been some very dramatic testimony before the Senate this week from one of your former top Justice Department officials, who describes a scene that some Senators called stunning, about a time when the wireless—when the warrantless wiretap program was being reviewed. Sir, did you send your then Chief of Staff and White House Counsel to the bedside of John Ashcroft while he was ill to get him to approve that program? And do you believe that kind of conduct from White House officials is appropriate?","Kelly, there's a lot of speculation about what happened and what didn't happen; I'm not going to talk about it. It's a very sensitive program. I will tell you that, one, the program is necessary to protect the American people, and it's still necessary because there's still an enemy that wants to do us harm.And therefore, I have an obligation to put in place programs that honor the civil liberties of the American people, a program that was, in this case, constantly reviewed and briefed to the United States Congress. And the program, as I say, is an essential part of protecting this country.And so there will be all kinds of talk about it. As I say, I'm not going to move the issue forward by talking about something as highly sensitive, highly classified subject. I will tell you, however, that the program is necessary.",Dodging
"Q. Hello. [Inaudible]—Prime Minister— [inaudible]—many times in the course of the last 6 years. But it's been 5 years since a leader of the British Conservative Party set foot in this city. Mr. President, does it surprise you that aides close to David Cameron say that he does not want to be seen with you? And can I ask you both what it means for the prospect of future relations between Britain and America when the leader of the opposition dare not set foot in Washington?","Well, I can just tell you, my relationship with the leader of Great Britain has been unbelievably productive, and I have enjoyed working with Tony Blair more than I could have possibly imagined.It's hard to define our relationship in sound bites or press conferences, or to— in a way that really reflects the depth of what we have done together. And so I— you know, I don't regret things about what may or may not have happened over the past 5 years. I honor a relationship that I truly believe has been laying the foundation for peace.This may not interest you, but I'll tell you anyway. I read three histories on George Washington last year. It's interesting to me that they're still analyzing the Presidency of our first President. And my attitude is, if they're still analyzing 1, 43 doesn't need to worry about it. [] I'm not going to be around to see the final history written on my administration.When you work on big items, items to— agendas based upon sound philosophy that will transform parts of the world to make it more peaceful, we're not going to be around to see it. So my—let me finish. My relationship with this good man is where I've been focused, and that's where my concentration is. And I don't regret any other aspect of it.And so I—we filled a lot of space together. We have had a unique ability to speak in terms that help design common strategies and tactics to achieve big objectives. And it's—will I miss working with Tony Blair? You bet I will. Absolutely. Can I work with the next guy? Of course.And I'm here to make it clear to the people of our respective countries that this relationship is one that is vital to accomplish big objectives. It has been vital in the past; it has stood the free world—it has enabled the free world to do hard things. And it's a relationship that I believe is necessary to do the hard things in the 21st century. And so I honor Tony Blair.",Dodging
"Q. Hello. [Inaudible]—Prime Minister— [inaudible]—many times in the course of the last 6 years. But it's been 5 years since a leader of the British Conservative Party set foot in this city. Mr. President, does it surprise you that aides close to David Cameron say that he does not want to be seen with you? And can I ask you both what it means for the prospect of future relations between Britain and America when the leader of the opposition dare not set foot in Washington?","Well, I can just tell you, my relationship with the leader of Great Britain has been unbelievably productive, and I have enjoyed working with Tony Blair more than I could have possibly imagined.It's hard to define our relationship in sound bites or press conferences, or to— in a way that really reflects the depth of what we have done together. And so I— you know, I don't regret things about what may or may not have happened over the past 5 years. I honor a relationship that I truly believe has been laying the foundation for peace.This may not interest you, but I'll tell you anyway. I read three histories on George Washington last year. It's interesting to me that they're still analyzing the Presidency of our first President. And my attitude is, if they're still analyzing 1, 43 doesn't need to worry about it. [] I'm not going to be around to see the final history written on my administration.When you work on big items, items to— agendas based upon sound philosophy that will transform parts of the world to make it more peaceful, we're not going to be around to see it. So my—let me finish. My relationship with this good man is where I've been focused, and that's where my concentration is. And I don't regret any other aspect of it.And so I—we filled a lot of space together. We have had a unique ability to speak in terms that help design common strategies and tactics to achieve big objectives. And it's—will I miss working with Tony Blair? You bet I will. Absolutely. Can I work with the next guy? Of course.And I'm here to make it clear to the people of our respective countries that this relationship is one that is vital to accomplish big objectives. It has been vital in the past; it has stood the free world—it has enabled the free world to do hard things. And it's a relationship that I believe is necessary to do the hard things in the 21st century. And so I honor Tony Blair.",Dodging
